Cooperation is compulsory (no Loners)!
Steps
1001	1001

Entity counts
Human	Mammoth	Plant	Stone	
----------------------------------------------------
68	27	6	100
66	23	6	100
65	24	6	100
65	24	6	100
66	22	6	100
67	22	6	100
67	22	6	100
68	20	6	100
68	18	6	100
69	15	8	100
69	14	8	100
67	13	8	100
68	11	8	100
69	10	8	100
70	9	8	100
72	8	8	100
72	7	8	100
72	7	8	100
72	6	8	100
71	5	8	100
71	5	8	100
72	5	8	100
72	5	8	100
72	5	8	100
72	4	8	100
72	3	8	100
72	3	7	100
72	3	7	100
72	3	7	100
72	2	7	100
71	2	7	100
71	2	7	100
71	4	7	100
71	4	7	100
70	4	7	100
70	3	7	100
70	3	7	100
70	3	7	100
70	3	7	100
70	3	6	100
70	3	6	100
70	3	6	100
70	3	6	100
70	4	6	100
72	4	6	100
72	4	6	100
72	3	6	100
72	3	6	100
72	3	6	100
71	3	6	100
71	3	6	100
71	3	6	100
71	5	6	100
71	5	6	100
70	5	6	100
70	5	6	100
70	5	6	100
72	6	6	100
73	6	6	100
73	5	6	100
73	5	6	100
73	5	6	100
73	5	6	100
72	5	6	100
71	5	6	100
71	5	6	100
70	5	6	100
69	5	6	100
68	5	6	100
70	4	6	100
70	4	6	100
70	3	6	100
69	2	6	100
69	4	6	100
71	4	6	100
72	3	6	100
71	4	6	100
70	4	6	100
70	4	6	100
70	3	6	100
70	3	6	100
70	3	6	100
69	4	6	100
69	4	6	100
69	4	6	100
69	4	6	100
68	4	6	100
68	5	7	100
68	5	6	100
68	5	6	100
68	4	6	100
68	4	6	100
68	4	6	100
67	4	6	100
67	4	6	100
67	4	6	100
65	4	6	100
65	4	6	100
64	4	6	100
64	4	6	100
64	4	6	100
64	4	6	100
64	4	6	100
64	4	6	100
63	4	6	100
62	4	6	100
62	4	6	100
63	3	6	100
60	3	6	100
59	2	6	100
59	2	6	100
59	2	6	100
59	2	6	100
59	2	6	100
58	2	6	100
59	4	6	100
60	4	6	100
59	4	6	100
58	3	6	100
58	3	6	100
58	3	5	100
58	3	7	100
58	2	7	100
58	2	7	100
58	2	7	100
58	2	7	100
58	2	7	100
58	2	7	100
58	2	7	100
57	2	7	100
57	2	7	100
56	2	7	100
55	2	7	100
55	3	7	100
55	3	7	100
55	2	7	100
55	2	7	100
55	2	7	100
55	4	7	100
55	4	7	100
55	4	7	100
55	4	7	100
54	4	7	100
54	4	7	100
54	4	7	100
54	3	7	100
54	3	7	100
56	3	7	100
61	3	7	100
62	3	7	100
62	4	7	100
62	3	7	100
62	3	7	100
64	2	7	100
68	4	7	100
71	4	7	100
70	4	7	100
70	3	7	100
69	3	7	100
69	3	7	100
69	3	7	100
69	2	7	100
68	3	7	100
68	3	7	100
68	3	7	100
68	3	7	100
69	3	7	100
73	5	7	100
74	5	7	100
74	4	7	100
74	3	7	100
73	3	7	100
72	4	7	100
71	3	8	100
71	4	9	100
71	4	10	100
70	4	11	100
70	4	12	100
69	4	13	100
69	4	14	100
68	5	15	100
67	5	16	100
67	5	17	100
66	5	18	100
66	5	19	100
66	5	20	100
65	5	21	100
64	5	22	100
63	5	23	100
62	5	24	100
61	5	25	100
61	6	26	100
61	6	27	100
61	6	28	100
62	6	29	100
62	6	30	100
61	5	31	100
61	4	32	100
61	5	30	100
61	5	30	100
61	5	30	100
61	4	30	100
61	4	30	100
68	6	30	100
69	6	30	100
68	6	30	100
66	5	30	100
65	5	30	100
65	5	30	100
65	6	30	100
65	7	30	100
64	7	30	100
63	7	30	100
62	7	30	100
62	7	30	100
61	8	30	100
60	8	30	100
59	9	30	100
58	8	30	100
57	7	30	100
58	7	30	100
58	7	30	100
58	7	30	100
61	5	30	100
61	5	30	100
61	4	30	100
60	5	30	100
60	4	30	100
60	4	30	100
62	4	30	100
63	4	30	100
63	3	30	100
63	3	29	100
64	2	29	100
67	4	29	100
70	4	29	100
74	4	29	100
80	3	29	100
80	3	29	100
79	2	29	100
79	2	29	100
79	2	29	100
78	2	29	100
76	2	29	100
76	2	29	100
74	2	29	100
74	2	29	100
73	2	29	100
72	2	29	100
72	3	29	100
72	3	29	100
72	3	29	100
71	3	29	100
71	3	29	100
71	3	29	100
71	3	29	100
71	3	29	100
70	3	29	100
70	3	29	100
71	3	29	100
71	3	29	100
71	2	29	100
71	4	29	100
70	4	29	100
70	4	29	100
69	3	29	100
68	2	29	100
67	3	28	100
67	3	28	100
65	3	27	100
66	3	27	100
66	2	27	100
66	3	27	100
65	3	27	100
64	4	27	100
65	4	27	100
65	4	27	100
70	3	27	100
71	3	27	100
72	3	27	100
75	3	27	100
74	3	27	100
74	2	27	100
74	2	27	100
72	2	27	100
72	2	26	100
71	3	26	100
70	3	26	100
70	4	26	100
70	4	26	100
70	4	26	100
70	6	26	100
70	6	27	100
70	6	27	100
70	6	27	100
69	6	27	100
69	6	27	100
68	6	27	100
68	6	27	100
68	6	27	100
67	6	28	100
65	6	27	100
65	6	28	100
65	7	27	100
64	7	27	100
64	8	26	100
64	9	26	100
64	9	26	100
64	12	26	100
63	12	26	100
62	13	26	100
62	13	26	100
62	14	27	100
61	12	27	100
61	12	27	100
60	12	27	100
59	12	27	100
60	12	27	100
61	12	27	100
61	11	27	100
62	11	27	100
62	11	27	100
62	10	27	100
62	12	27	100
62	11	27	100
63	10	27	100
63	11	27	100
66	10	26	100
67	11	26	100
67	10	26	100
67	10	27	100
67	10	27	100
67	10	27	100
67	11	26	100
67	11	25	100
67	11	25	100
67	11	25	100
67	11	25	100
67	12	25	100
67	12	25	100
67	12	25	100
68	12	25	100
68	12	25	100
68	11	25	100
70	11	25	100
70	9	25	100
71	9	25	100
71	9	25	100
70	8	25	100
72	8	25	100
72	7	24	100
72	6	24	100
72	6	24	100
73	6	24	100
72	6	24	100
72	5	24	100
72	5	24	100
72	5	24	100
72	5	24	100
72	4	24	100
71	5	24	100
73	5	24	100
73	5	24	100
73	4	24	100
73	4	24	100
73	6	24	100
73	6	24	100
75	6	24	100
77	6	24	100
77	6	24	100
76	5	25	100
76	4	26	100
77	4	26	100
76	3	27	100
75	4	27	100
76	4	27	100
76	4	27	100
76	2	27	100
75	2	27	100
74	2	27	100
74	3	27	100
73	3	27	100
73	4	27	100
72	4	27	100
72	4	27	100
74	4	27	100
76	4	27	100
76	4	27	100
76	4	27	100
76	4	26	100
76	4	26	100
76	4	26	100
76	4	26	100
76	5	26	100
76	7	26	100
75	7	26	100
74	7	26	100
74	7	26	100
74	7	26	100
74	7	26	100
73	7	26	100
73	7	26	100
73	7	26	100
73	7	25	100
73	7	24	100
72	8	25	100
73	8	26	100
74	8	28	100
74	7	29	100
73	8	29	100
73	7	30	100
73	7	31	100
75	8	30	100
77	8	30	100
78	7	29	100
80	7	29	100
78	6	30	100
79	6	30	100
81	4	30	100
82	4	30	100
84	3	30	100
84	3	31	100
84	2	31	100
84	2	31	100
84	2	31	100
84	2	31	100
84	2	31	100
83	2	30	100
83	3	30	100
84	3	30	100
84	3	30	100
84	2	30	100
82	2	30	100
82	3	30	100
82	3	30	100
82	3	30	100
82	3	30	100
82	3	30	100
82	3	30	100
82	4	31	100
82	4	31	100
82	4	31	100
81	4	30	100
81	3	29	100
81	3	29	100
81	3	29	100
81	3	29	100
81	4	29	100
83	3	29	100
83	3	29	100
82	2	29	100
81	2	29	100
80	4	29	100
82	4	29	100
83	4	29	100
83	3	29	100
83	3	29	100
83	3	30	100
83	4	30	100
83	4	30	100
83	4	30	100
83	5	30	100
85	5	29	100
84	5	29	100
84	5	29	100
85	3	29	100
85	4	29	100
85	3	29	100
84	3	29	100
84	3	29	100
83	3	29	100
81	3	29	100
81	3	29	100
81	3	29	100
81	3	29	100
81	3	29	100
81	4	29	100
80	5	29	100
80	5	29	100
80	5	29	100
80	5	29	100
80	5	29	100
82	5	28	100
82	5	28	100
83	3	28	100
82	4	27	100
83	3	27	100
82	2	27	100
81	4	27	100
81	4	27	100
80	4	27	100
80	3	27	100
80	2	27	100
79	2	27	100
79	4	27	100
77	4	27	100
77	4	27	100
76	4	27	100
75	4	27	100
74	6	27	100
73	6	27	100
72	6	28	100
70	5	27	100
72	5	27	100
74	5	27	100
73	5	27	100
72	4	27	100
71	4	27	100
71	4	27	100
69	4	27	100
69	4	27	100
67	4	27	100
68	4	27	100
69	4	27	100
70	3	27	100
69	3	27	100
69	2	27	100
69	4	27	100
70	4	27	100
70	4	26	100
70	3	26	100
70	2	26	100
68	2	25	100
68	2	25	100
68	2	25	100
68	2	25	100
67	2	25	100
66	4	25	100
66	4	25	100
65	4	26	100
65	3	26	100
65	3	27	100
65	3	27	100
64	3	28	100
64	4	28	100
64	4	28	100
63	4	28	100
62	4	28	100
60	4	28	100
60	6	28	100
59	7	28	100
59	7	28	100
59	8	28	100
59	8	28	100
59	9	29	100
59	11	29	100
57	11	29	100
57	12	29	100
57	11	29	100
56	12	29	100
56	12	28	100
56	12	28	100
59	12	28	100
59	12	28	100
58	11	28	100
58	11	28	100
58	11	28	100
57	11	28	100
57	12	28	100
56	14	28	100
56	14	28	100
55	14	28	100
55	14	29	100
55	15	30	100
56	15	30	100
56	16	29	100
56	16	29	100
57	15	30	100
56	15	29	100
59	14	29	100
60	13	29	100
61	13	29	100
61	12	29	100
61	12	29	100
62	12	29	100
63	12	29	100
63	11	29	100
63	10	29	100
62	10	29	100
62	10	29	100
62	10	29	100
64	10	29	100
64	11	29	100
64	9	29	100
64	9	29	100
66	9	29	100
70	9	29	100
70	9	29	100
73	9	29	100
72	6	29	100
72	6	29	100
73	5	29	100
75	5	29	100
78	3	29	100
77	3	29	100
77	4	29	100
77	4	29	100
77	3	29	100
77	2	29	100
75	2	29	100
75	4	29	100
76	4	29	100
77	4	29	100
77	3	29	100
77	4	29	100
80	5	29	100
80	5	29	100
78	5	28	100
78	4	28	100
78	6	28	100
78	7	28	100
78	7	28	100
78	7	28	100
78	7	28	100
80	7	28	100
80	8	28	100
80	7	28	100
79	7	28	100
79	7	28	100
78	7	27	100
78	6	27	100
79	6	27	100
79	6	27	100
79	7	27	100
79	7	27	100
78	7	27	100
79	6	27	100
81	6	27	100
82	5	27	100
81	3	27	100
81	3	27	100
81	2	27	100
82	4	27	100
85	4	27	100
85	4	26	100
85	3	26	100
84	3	26	100
84	3	26	100
83	3	27	100
84	4	28	100
86	5	27	100
84	5	27	100
84	4	26	100
84	4	25	100
84	4	25	100
84	6	24	100
84	7	24	100
83	7	24	100
83	6	24	100
83	6	24	100
83	6	24	100
83	7	24	100
83	8	24	100
82	8	24	100
82	8	24	100
82	8	24	100
82	9	24	100
82	10	24	100
81	10	24	100
81	10	24	100
82	10	24	100
82	9	24	100
81	8	24	100
81	8	24	100
81	8	24	100
80	7	24	100
80	7	24	100
80	7	24	100
79	7	24	100
79	8	25	100
79	8	26	100
79	8	27	100
78	8	28	100
78	9	27	100
79	10	25	100
77	10	26	100
78	10	26	100
77	9	25	100
78	9	25	100
78	8	25	100
79	7	26	100
79	7	27	100
79	6	27	100
78	5	27	100
79	5	27	100
82	5	27	100
81	4	27	100
81	2	27	100
81	4	27	100
82	4	27	100
83	4	27	100
85	3	27	100
87	4	27	100
88	4	27	100
86	4	27	100
86	3	27	100
86	3	27	100
86	3	27	100
86	3	27	100
86	3	27	100
86	3	27	100
84	3	27	100
83	3	27	100
82	3	27	100
83	3	27	100
83	3	27	100
84	4	27	100
81	4	27	100
82	4	27	100
81	3	27	100
81	2	27	100
81	2	27	100
81	2	27	100
81	2	27	100
81	2	27	100
80	2	27	100
80	2	27	100
80	3	27	100
80	3	27	100
79	3	27	100
78	4	27	100
77	4	27	100
77	4	27	100
77	4	27	100
77	4	27	100
77	5	27	100
77	6	27	100
77	6	27	100
77	7	27	100
78	7	27	100
79	6	27	100
82	5	27	100
82	5	27	100
85	2	27	100
85	3	27	100
85	3	27	100
85	3	27	100
85	2	27	100
86	4	27	100
90	4	27	100
90	5	27	100
90	4	27	100
90	3	27	100
90	4	27	100
90	4	27	100
89	4	27	100
89	4	27	100
89	4	27	100
89	4	27	100
89	4	27	100
88	4	26	100
86	4	26	100
86	4	27	100
85	3	27	100
85	3	27	100
85	3	27	100
85	3	27	100
85	2	27	100
85	2	26	100
85	2	26	100
84	2	26	100
85	2	26	100
86	4	26	100
84	4	26	100
84	4	26	100
83	3	26	100
84	3	25	100
87	3	25	100
87	4	25	100
87	3	25	100
87	3	25	100
86	3	25	100
87	3	25	100
86	4	25	100
86	5	25	100
86	4	25	100
85	4	25	100
85	4	25	100
85	4	25	100
84	4	25	100
84	3	25	100
83	3	25	100
83	3	24	100
83	3	25	100
84	3	25	100
87	2	26	100
89	4	27	100
88	4	27	100
87	3	27	100
86	2	27	100
86	2	27	100
86	2	28	100
84	3	28	100
85	3	29	100
84	3	29	100
83	2	29	100
82	2	29	100
82	3	28	100
82	4	28	100
82	4	28	100
82	4	28	100
82	4	28	100
81	4	28	100
79	4	28	100
78	4	28	100
78	4	28	100
78	5	28	100
78	5	27	100
79	5	27	100
79	5	27	100
79	3	27	100
79	2	27	100
79	4	27	100
79	4	27	100
78	3	27	100
77	2	27	100
77	4	27	100
76	4	27	100
75	4	27	100
73	3	27	100
73	4	27	100
72	3	27	100
72	3	26	100
72	2	26	100
72	2	26	100
72	2	26	100
72	3	26	100
72	3	26	100
72	3	26	100
72	3	26	100
72	2	26	100
77	4	25	100
77	4	25	100
76	3	25	100
74	2	25	100
72	2	24	100
70	2	24	100
72	4	24	100
73	4	24	100
73	4	24	100
73	3	24	100
73	3	23	100
72	3	23	100
72	2	22	100
70	2	22	100
70	2	22	100
70	3	22	100
70	3	22	100
70	3	22	100
70	4	22	100
70	4	22	100
69	4	22	100
68	4	22	100
68	4	22	100
68	4	22	100
67	4	22	100
67	4	22	100
66	4	22	100
66	3	22	100
66	3	22	100
67	4	22	100
70	4	22	100
71	4	22	100
70	3	22	100
67	3	22	100
66	5	22	100
66	5	22	100

Averages:
69,1118881118881	8,8001998001998	22,4345654345654	100


Strategy counts
Cooper.	Defect.	Punish.	Loner	
----------------------------------------------------
18	12	10	0
18	12	10	0
18	11	10	0
18	11	10	0
18	10	10	0
18	10	10	0
18	10	10	0
18	10	10	0
17	11	10	0
17	11	10	0
17	11	10	0
18	11	11	0
19	11	12	0
17	11	13	0
15	13	13	0
15	13	13	0
15	12	13	0
15	12	13	0
15	10	13	0
15	10	13	0
15	10	13	0
15	10	13	0
14	10	14	0
14	10	13	0
13	9	13	0
13	8	13	0
13	8	13	0
13	8	13	0
13	8	13	0
12	8	13	0
12	8	13	0
13	8	14	0
14	8	15	0
17	9	15	0
18	7	16	0
18	7	16	0
17	9	15	0
18	8	15	0
19	8	14	0
19	8	14	0
18	8	14	0
18	8	14	0
17	8	15	0
17	8	15	0
17	8	15	0
17	8	15	0
17	7	15	0
17	8	14	0
16	8	14	0
16	8	14	0
16	8	14	0
17	7	14	0
18	7	15	0
18	6	16	0
17	6	17	0
17	6	17	0
17	5	17	0
17	5	17	0
16	5	18	0
16	5	17	0
16	6	17	0
16	6	17	0
16	6	17	0
16	6	17	0
16	5	17	0
16	5	17	0
16	5	17	0
15	5	19	0
14	3	20	0
15	3	19	0
15	3	19	0
15	3	19	0
15	3	19	0
15	4	18	0
15	3	18	0
15	2	18	0
16	1	18	0
16	2	17	0
16	2	17	0
17	2	17	0
19	2	17	0
20	2	17	0
20	1	17	0
20	1	18	0
23	1	17	0
23	1	17	0
23	1	17	0
23	1	17	0
23	1	17	0
26	1	17	0
28	1	18	0
31	1	18	0
31	1	18	0
34	1	18	0
34	2	18	0
33	3	18	0
33	3	18	0
34	3	18	0
34	3	18	0
35	3	18	0
35	3	19	0
35	4	19	0
35	4	19	0
37	4	19	0
42	3	18	0
44	3	18	0
45	5	17	0
46	5	17	0
47	5	16	0
47	5	16	0
47	4	16	0
47	4	16	0
48	4	15	0
48	5	15	0
47	5	16	0
45	6	17	0
46	6	17	0
45	6	18	0
44	7	19	0
44	7	20	0
44	7	20	0
44	7	20	0
45	7	19	0
45	7	20	0
45	7	19	0
45	7	19	0
44	8	19	0
45	7	18	0
45	6	18	0
44	6	19	0
44	5	19	0
42	5	19	0
42	6	20	0
44	4	20	0
44	4	20	0
41	4	21	0
41	3	21	0
41	3	21	0
41	3	22	0
43	3	21	0
43	3	21	0
45	3	20	0
45	3	20	0
45	4	20	0
45	4	20	0
45	3	19	0
46	3	19	0
47	3	19	0
47	3	20	0
49	3	20	0
48	3	21	0
48	3	21	0
45	5	22	0
45	5	21	0
45	5	21	0
46	5	21	0
46	5	21	0
47	5	20	0
47	6	19	0
47	6	19	0
47	6	19	0
47	6	19	0
47	6	19	0
47	6	19	0
46	8	17	0
46	8	17	0
46	8	17	0
46	8	17	0
44	9	17	0
44	8	18	0
44	8	18	0
44	8	18	0
44	8	18	0
44	8	18	0
44	8	18	0
44	8	18	0
44	8	18	0
45	7	18	0
48	6	18	0
48	6	18	0
47	7	18	0
47	7	18	0
48	7	17	0
48	7	16	0
48	7	16	0
48	7	16	0
48	7	16	0
48	7	16	0
47	7	16	0
47	7	16	0
47	8	15	0
50	8	14	0
50	9	14	0
50	9	14	0
50	10	13	0
50	10	13	0
50	10	13	0
50	10	12	0
50	10	11	0
49	10	12	0
48	10	12	0
47	10	12	0
46	10	12	0
46	10	14	0
46	10	14	0
46	10	14	0
46	9	14	0
47	9	13	0
48	10	13	0
49	10	13	0
49	9	13	0
49	8	13	0
49	8	13	0
48	9	13	0
48	9	13	0
47	9	14	0
47	8	14	0
47	8	14	0
46	8	15	0
47	7	15	0
45	8	15	0
45	8	15	0
44	8	16	0
44	8	16	0
44	8	16	0
43	10	15	0
42	9	17	0
42	9	16	0
42	9	16	0
42	9	16	0
41	8	16	0
42	8	15	0
42	8	14	0
42	8	14	0
42	8	14	0
42	8	14	0
42	8	14	0
42	8	14	0
42	7	14	0
42	6	14	0
41	7	14	0
41	7	15	0
39	7	14	0
37	7	15	0
37	7	15	0
38	6	15	0
37	7	15	0
37	6	16	0
37	6	15	0
38	6	15	0
38	6	16	0
38	5	16	0
37	5	16	0
37	5	16	0
38	4	16	0
38	4	16	0
38	4	16	0
38	4	16	0
38	4	16	0
38	4	16	0
38	4	16	0
38	4	16	0
38	4	16	0
37	4	16	0
36	4	17	0
35	5	16	0
35	4	16	0
35	4	16	0
35	4	16	0
35	4	16	0
35	4	16	0
34	4	17	0
34	4	17	0
34	4	17	0
34	4	17	0
34	4	17	0
32	5	17	0
32	5	17	0
31	6	17	0
31	6	17	0
31	6	17	0
33	6	17	0
38	5	18	0
38	6	18	0
38	6	18	0
38	6	18	0
38	6	18	0
39	6	19	0
42	6	20	0
45	5	21	0
46	5	19	0
46	5	19	0
45	5	19	0
45	5	19	0
45	5	19	0
44	5	20	0
44	5	19	0
43	6	19	0
43	6	19	0
43	7	18	0
44	7	18	0
49	6	18	0
49	6	19	0
49	6	19	0
48	6	20	0
46	7	20	0
46	6	20	0
45	6	20	0
45	6	20	0
45	6	20	0
45	5	20	0
45	5	20	0
44	5	20	0
44	5	20	0
44	5	19	0
43	5	19	0
43	5	19	0
43	5	18	0
43	5	18	0
43	5	18	0
43	5	17	0
43	4	17	0
43	4	16	0
42	4	16	0
41	4	16	0
41	4	16	0
41	4	16	0
41	4	16	0
42	5	15	0
42	5	15	0
41	5	15	0
39	5	17	0
38	7	16	0
37	9	15	0
36	9	16	0
35	9	17	0
35	9	17	0
37	11	20	0
38	10	21	0
37	10	21	0
37	10	19	0
37	9	19	0
37	9	19	0
36	9	20	0
36	10	19	0
35	10	19	0
35	9	19	0
34	9	19	0
34	9	19	0
31	10	20	0
31	9	20	0
31	8	20	0
31	8	19	0
31	7	19	0
30	9	19	0
31	9	18	0
31	10	17	0
31	11	19	0
32	11	18	0
32	11	18	0
32	10	18	0
32	9	19	0
30	11	19	0
32	12	18	0
33	12	18	0
33	12	18	0
33	12	18	0
35	11	18	0
36	13	18	0
37	15	18	0
41	15	18	0
45	17	18	0
45	18	17	0
45	17	17	0
45	17	17	0
45	17	17	0
44	17	17	0
44	15	17	0
43	17	16	0
41	17	16	0
41	17	16	0
41	16	16	0
40	17	15	0
40	17	15	0
40	17	15	0
40	17	15	0
40	16	15	0
40	16	15	0
40	16	15	0
40	16	15	0
41	17	13	0
41	17	12	0
39	19	12	0
39	20	12	0
39	21	11	0
39	21	11	0
39	21	11	0
38	21	11	0
38	21	11	0
38	20	11	0
38	19	11	0
38	18	11	0
38	18	11	0
37	18	10	0
38	18	10	0
37	19	10	0
37	19	10	0
36	19	10	0
35	19	10	0
36	19	10	0
36	19	10	0
36	24	10	0
36	25	10	0
35	27	10	0
36	29	10	0
35	30	9	0
36	29	9	0
37	29	8	0
36	29	7	0
35	29	8	0
35	28	8	0
35	26	9	0
35	25	10	0
38	22	10	0
38	22	10	0
38	22	10	0
38	22	10	0
40	21	9	0
40	21	9	0
39	21	9	0
37	23	9	0
37	22	9	0
37	21	10	0
37	21	10	0
36	21	10	0
36	20	9	0
36	20	9	0
35	21	9	0
34	21	9	0
34	21	9	0
34	21	9	0
35	21	8	0
35	21	8	0
34	19	10	0
34	18	10	0
34	18	10	0
34	18	10	0
34	17	10	0
34	17	10	0
35	15	10	0
34	15	10	0
35	14	11	0
37	14	10	0
37	14	10	0
38	14	10	0
37	15	10	0
37	14	11	0
37	13	12	0
38	12	12	0
38	13	12	0
38	13	12	0
40	14	12	0
42	13	12	0
42	13	12	0
42	13	12	0
41	13	13	0
42	13	12	0
42	13	12	0
42	13	12	0
42	13	12	0
42	13	12	0
41	14	12	0
41	14	12	0
41	14	12	0
41	14	12	0
40	15	13	0
40	15	13	0
41	15	12	0
41	17	12	0
41	16	13	0
43	15	13	0
43	15	13	0
43	14	13	0
45	15	12	0
46	14	12	0
46	14	12	0
46	14	12	0
47	14	12	0
46	14	12	0
46	14	12	0
46	13	13	0
48	11	13	0
48	11	13	0
47	12	13	0
44	12	15	0
47	11	15	0
48	11	14	0
48	11	14	0
47	12	14	0
47	12	14	0
47	12	14	0
48	11	16	0
51	10	16	0
51	10	16	0
51	9	16	0
50	9	17	0
51	9	17	0
50	9	17	0
49	9	17	0
51	8	17	0
51	8	17	0
51	9	16	0
51	9	15	0
50	9	15	0
50	9	15	0
49	9	15	0
48	11	14	0
48	11	13	0
48	11	13	0
49	12	13	0
51	12	13	0
51	12	13	0
51	12	13	0
51	12	13	0
51	12	13	0
51	12	13	0
51	12	13	0
51	12	13	0
51	12	13	0
51	11	13	0
51	10	13	0
51	10	13	0
51	12	11	0
50	13	11	0
49	12	12	0
49	13	11	0
49	13	11	0
49	13	11	0
49	13	11	0
48	12	12	0
48	12	13	0
48	13	13	0
49	12	13	0
49	12	12	0
49	12	12	0
49	12	12	0
50	13	12	0
51	14	12	0
50	14	14	0
50	16	14	0
52	13	13	0
53	13	13	0
56	12	13	0
56	13	13	0
56	14	14	0
56	14	14	0
55	14	15	0
55	14	15	0
55	14	15	0
55	14	15	0
55	14	15	0
55	14	14	0
54	15	14	0
54	16	14	0
54	16	14	0
54	16	14	0
52	15	15	0
52	15	15	0
51	15	16	0
51	15	16	0
51	15	16	0
52	15	15	0
52	15	15	0
52	15	15	0
52	15	15	0
53	15	14	0
53	14	14	0
53	14	14	0
53	14	14	0
54	13	14	0
54	13	14	0
55	12	14	0
56	13	14	0
56	13	14	0
56	12	14	0
55	12	14	0
55	12	13	0
56	13	13	0
57	14	12	0
57	14	12	0
57	14	12	0
57	14	12	0
57	14	12	0
56	15	12	0
55	15	13	0
55	15	13	0
56	15	14	0
56	15	13	0
56	15	13	0
57	15	13	0
57	15	13	0
57	15	13	0
58	14	12	0
58	14	12	0
57	14	12	0
55	14	12	0
55	14	12	0
55	14	12	0
53	15	13	0
53	15	13	0
52	15	14	0
50	16	14	0
50	16	14	0
50	16	14	0
50	16	14	0
49	16	15	0
50	17	15	0
51	16	15	0
51	17	15	0
52	15	15	0
53	15	15	0
53	15	14	0
53	14	14	0
53	13	15	0
53	12	15	0
52	12	16	0
52	12	16	0
51	12	16	0
51	12	16	0
50	12	15	0
50	11	16	0
49	10	17	0
48	10	17	0
47	10	17	0
46	10	17	0
45	10	17	0
44	9	17	0
45	9	18	0
45	9	20	0
44	9	20	0
43	9	20	0
43	9	19	0
43	9	19	0
41	9	19	0
39	10	20	0
37	9	21	0
37	9	22	0
38	9	22	0
41	8	21	0
41	7	21	0
42	6	21	0
42	6	21	0
42	6	22	0
42	6	22	0
42	7	21	0
43	7	20	0
43	5	20	0
43	5	20	0
43	5	20	0
42	6	20	0
41	6	20	0
41	5	20	0
40	5	21	0
40	4	21	0
40	4	21	0
37	6	22	0
37	5	23	0
36	5	23	0
35	6	23	0
35	6	23	0
34	6	23	0
32	7	23	0
31	7	22	0
30	7	23	0
29	7	23	0
29	7	23	0
29	7	23	0
29	7	23	0
29	8	22	0
30	8	21	0
30	7	20	0
30	7	20	0
30	7	20	0
29	6	21	0
29	6	21	0
30	5	21	0
31	5	23	0
31	5	23	0
31	5	22	0
30	6	22	0
30	6	22	0
28	6	23	0
29	6	22	0
29	5	22	0
29	5	22	0
30	6	19	0
30	6	19	0
30	6	19	0
31	6	19	0
32	6	18	0
33	6	17	0
34	6	17	0
34	6	16	0
36	6	17	0
36	7	17	0
39	6	16	0
38	6	17	0
39	5	17	0
40	5	17	0
41	5	17	0
41	5	17	0
41	5	17	0
40	5	17	0
40	5	17	0
39	5	18	0
40	5	19	0
40	5	19	0
40	5	19	0
40	6	18	0
42	7	17	0
46	7	17	0
48	7	15	0
51	7	15	0
52	6	14	0
