Cooperation is optional (Loners).
Steps
1000	1000

Entity counts
Human	Mammoth	Plant	Stone	
----------------------------------------------------
100	3	15	100
100	3	15	100
100	3	15	100
100	3	15	100
100	3	15	100
101	2	15	100
101	4	15	100
100	5	15	100
100	5	16	100
99	4	17	100
99	4	18	100
99	4	19	100
99	4	20	100
99	4	20	100
101	4	20	100
102	4	20	100
100	3	20	100
100	3	20	100
100	3	21	100
99	3	21	100
98	3	21	100
98	3	21	100
98	3	21	100
98	4	20	100
98	4	18	100
98	4	18	100
99	3	18	100
99	4	17	100
99	4	17	100
100	4	17	100
101	3	17	100
103	3	17	100
103	2	17	100
103	2	17	100
103	2	17	100
103	2	17	100
103	2	17	100
102	2	17	100
102	2	17	100
103	4	17	100
105	4	17	100
105	4	17	100
104	4	17	100
105	4	17	100
105	4	17	100
105	3	17	100
104	3	17	100
103	3	17	100
103	3	17	100
103	3	17	100
103	3	17	100
103	3	16	100
104	3	16	100
104	4	16	100
104	3	16	100
103	3	16	100
103	3	16	100
103	3	16	100
103	3	16	100
104	3	16	100
103	3	16	100
103	2	16	100
101	4	16	100
100	4	15	100
99	4	15	100
98	3	15	100
98	3	15	100
97	3	15	100
96	3	15	100
96	3	13	100
96	4	13	100
96	4	13	100
97	4	13	100
96	3	12	100
96	2	12	100
93	2	12	100
93	2	12	100
94	2	11	100
95	4	11	100
97	4	10	100
97	4	10	100
97	3	10	100
97	3	10	100
96	3	10	100
96	3	10	100
95	3	10	100
94	3	10	100
94	2	10	100
94	2	10	100
93	2	9	100
93	2	9	100
93	2	9	100
92	2	9	100
92	2	9	100
92	2	9	100
92	4	9	100
95	4	9	100
95	4	9	100
94	3	8	100
94	3	8	100
93	3	8	100
92	3	8	100
92	3	8	100
91	3	8	100
91	3	8	100
91	3	8	100
90	3	8	100
90	3	8	100
90	3	8	100
89	3	8	100
89	3	7	100
89	3	7	100
88	3	7	100
88	3	7	100
88	3	7	100
87	3	7	100
86	3	7	100
86	3	7	100
85	3	7	100
85	3	7	100
85	3	6	100
85	2	8	100
85	2	8	100
83	2	8	100
82	2	8	100
82	2	8	100
82	2	7	100
82	2	7	100
83	2	7	100
81	4	7	100
80	4	6	100
80	4	6	100
80	3	6	100
78	3	6	100
82	3	6	100
81	3	8	100
80	2	8	100
80	2	8	100
80	2	8	100
80	2	8	100
80	2	8	100
79	2	8	100
79	2	8	100
79	4	8	100
78	4	8	100
79	4	8	100
78	3	8	100
77	2	7	100
76	4	7	100
76	4	7	100
75	4	7	100
75	3	7	100
75	3	7	100
73	3	7	100
71	3	7	100
71	3	7	100
70	3	7	100
70	3	7	100
70	3	7	100
70	2	7	100
70	2	7	100
70	2	7	100
69	2	7	100
69	2	6	100
69	2	6	100
68	2	6	100
68	2	6	100
68	2	6	100
67	2	6	100
65	2	6	100
65	2	6	100
64	2	6	100
64	2	6	100
64	2	6	100
63	2	6	100
62	2	6	100
62	2	6	100
62	2	6	100
61	2	6	100
60	3	6	100
60	3	6	100
60	3	6	100
59	3	7	100
59	3	7	100
59	3	7	100
57	3	7	100
56	4	7	100
56	4	7	100
53	4	7	100
53	3	7	100
54	2	7	100
55	4	7	100
58	4	7	100
57	4	7	100
57	3	7	100
56	3	7	100
55	3	7	100
54	3	7	100
52	3	7	100
51	3	7	100
51	3	7	100
51	3	7	100
50	3	7	100
50	3	6	100
49	3	6	100
49	3	6	100
49	3	6	100
48	3	7	100
48	3	7	100
48	3	7	100
47	3	7	100
46	2	7	100
45	2	7	100
45	2	7	100
45	2	7	100
45	2	7	100
43	2	6	100
43	2	6	100
43	2	6	100
42	2	6	100
41	2	6	100
41	2	6	100
42	4	6	100
45	4	6	100
45	4	6	100
45	3	6	100
45	3	6	100
45	3	6	100
44	3	6	100
43	3	6	100
41	3	6	100
41	3	6	100
40	3	6	100
40	3	6	100
40	3	6	100
40	2	6	100
39	2	6	100
37	2	6	100
37	2	6	100
36	2	6	100
36	2	6	100
36	2	6	100
36	2	6	100
35	2	6	100
35	2	6	100
35	2	6	100
35	2	6	100
35	2	6	100
38	4	6	100
40	4	6	100
39	4	6	100
38	2	6	100
38	2	6	100
38	2	6	100
38	2	6	100
38	2	7	100
38	2	7	100
37	2	6	100
35	2	6	100
35	2	6	100
35	2	6	100
35	2	6	100
35	2	6	100
35	2	6	100
35	2	6	100
35	2	6	100
35	2	6	100
35	2	6	100
34	2	6	100
34	2	6	100
34	2	6	100
36	4	6	100
35	4	6	100
35	4	6	100
35	3	6	100
34	3	6	100
34	3	6	100
34	3	6	100
34	3	6	100
33	3	6	100
33	3	6	100
33	3	6	100
33	3	6	100
33	3	7	100
33	3	7	100
32	3	7	100
32	3	7	100
32	3	7	100
32	3	7	100
32	3	7	100
32	3	7	100
32	3	7	100
32	4	7	100
32	4	7	100
32	4	7	100
31	4	7	100
30	4	7	100
30	4	6	100
30	4	6	100
30	4	6	100
30	4	6	100
30	4	6	100
31	4	6	100
31	4	6	100
31	3	6	100
31	3	6	100
31	2	6	100
31	2	6	100
30	2	6	100
30	4	6	100
31	4	6	100
31	4	6	100
33	3	6	100
33	4	6	100
32	4	6	100
32	4	6	100
32	3	7	100
32	3	7	100
32	3	7	100
32	3	7	100
32	3	7	100
32	3	7	100
33	3	7	100
34	3	7	100
36	3	7	100
36	4	7	100
36	4	7	100
36	4	7	100
35	3	7	100
35	3	7	100
35	3	7	100
35	3	7	100
35	3	7	100
35	3	7	100
35	3	7	100
35	2	7	100
35	2	7	100
35	2	7	100
35	2	7	100
34	2	7	100
34	2	7	100
35	4	7	100
36	4	7	100
37	4	7	100
37	3	6	100
37	2	6	100
37	2	6	100
37	2	6	100
36	2	6	100
36	2	6	100
35	2	6	100
35	2	6	100
35	2	6	100
35	2	6	100
34	2	6	100
34	2	6	100
34	2	6	100
34	2	6	100
34	2	6	100
34	2	6	100
33	2	6	100
32	4	6	100
31	4	6	100
31	4	6	100
30	2	6	100
30	2	6	100
30	2	6	100
30	2	6	100
30	2	6	100
30	2	6	100
30	2	6	100
30	2	6	100
30	2	6	100
30	2	6	100
30	2	6	100
30	2	6	100
30	2	6	100
30	2	6	100
30	2	6	100
31	2	6	100
32	4	6	100
32	4	6	100
31	4	6	100
31	3	6	100
31	3	6	100
31	3	6	100
31	3	6	100
31	3	6	100
31	3	6	100
31	3	6	100
30	3	6	100
29	3	7	100
28	3	8	100
27	3	9	100
27	2	10	100
27	2	11	100
27	2	11	100
26	2	11	100
26	2	11	100
26	3	11	100
26	3	11	100
26	3	11	100
25	3	11	100
25	3	11	100
25	3	11	100
25	2	11	100
25	2	11	100
25	2	11	100
25	2	11	100
25	2	11	100
25	2	11	100
25	2	11	100
25	2	11	100
25	2	11	100
25	2	11	100
25	2	11	100
28	2	11	100
30	4	11	100
32	4	11	100
31	4	11	100
31	3	11	100
31	3	11	100
31	3	11	100
31	3	11	100
31	3	11	100
31	3	11	100
31	3	12	100
31	3	13	100
31	3	14	100
32	3	15	100
32	3	16	100
32	2	17	100
32	2	17	100
32	4	17	100
33	4	17	100
33	5	17	100
33	4	17	100
33	4	17	100
32	4	17	100
32	4	17	100
31	4	17	100
31	4	17	100
31	4	17	100
31	4	17	100
30	4	17	100
30	4	17	100
30	4	17	100
30	4	17	100
31	4	17	100
31	4	17	100
31	3	17	100
31	2	17	100
31	2	17	100
31	2	17	100
31	2	17	100
34	4	17	100
34	4	17	100
34	4	17	100
34	3	17	100
33	3	16	100
33	3	16	100
33	3	16	100
32	3	16	100
31	3	15	100
31	4	15	100
33	4	15	100
34	3	15	100
35	3	15	100
35	2	15	100
35	2	15	100
35	2	15	100
35	2	15	100
35	2	14	100
35	2	14	100
34	2	14	100
34	2	14	100
34	2	15	100
35	2	15	100
35	2	15	100
35	2	15	100
35	2	15	100
35	2	15	100
35	2	15	100
35	2	14	100
35	2	14	100
35	2	14	100
34	2	14	100
34	3	14	100
34	3	14	100
34	3	14	100
33	3	13	100
33	3	13	100
33	2	14	100
33	2	15	100
34	4	16	100
33	4	17	100
33	4	18	100
33	3	19	100
32	3	19	100
32	3	20	100
32	3	20	100
32	3	20	100
32	3	21	100
32	3	22	100
32	3	23	100
32	4	23	100
31	4	22	100
31	4	22	100
31	4	22	100
31	4	22	100
31	4	22	100
31	5	22	100
30	6	22	100
30	7	22	100
30	7	22	100
30	7	22	100
30	7	22	100
30	7	22	100
30	7	22	100
29	7	22	100
31	8	22	100
32	8	22	100
34	8	22	100
34	7	22	100
35	5	22	100
38	5	22	100
41	5	22	100
42	4	22	100
42	3	22	100
42	4	22	100
42	4	22	100
42	4	22	100
41	3	22	100
43	3	22	100
43	3	22	100
43	2	23	100
43	2	23	100
43	2	23	100
44	4	22	100
44	4	21	100
44	4	20	100
44	3	20	100
44	3	19	100
44	4	19	100
44	4	19	100
44	4	19	100
45	4	19	100
45	3	19	100
45	4	19	100
45	4	20	100
45	4	20	100
45	4	20	100
45	4	20	100
45	6	20	100
45	6	19	100
45	6	19	100
45	6	19	100
45	7	19	100
45	7	19	100
44	7	19	100
44	7	19	100
44	7	19	100
44	7	20	100
43	7	20	100
47	8	20	100
47	8	20	100
50	8	20	100
50	7	20	100
48	7	20	100
51	6	20	100
51	6	20	100
50	5	20	100
50	5	20	100
50	3	20	100
51	3	20	100
51	3	20	100
51	3	19	100
50	2	19	100
50	2	19	100
52	2	19	100
54	4	19	100
54	4	19	100
56	4	19	100
56	2	19	100
55	2	19	100
55	2	19	100
55	2	20	100
55	2	21	100
55	2	22	100
55	2	23	100
55	2	24	100
55	2	24	100
56	2	25	100
57	4	26	100
61	4	27	100
61	4	27	100
62	3	27	100
62	3	27	100
60	3	27	100
60	4	27	100
60	5	27	100
60	5	27	100
60	5	27	100
60	5	26	100
60	5	26	100
60	5	26	100
60	6	25	100
60	6	26	100
60	6	25	100
60	7	24	100
60	7	24	100
60	7	24	100
60	7	24	100
62	7	24	100
61	9	24	100
61	8	24	100
61	8	22	100
61	8	22	100
61	8	22	100
61	8	22	100
61	9	22	100
61	8	22	100
61	9	22	100
60	9	22	100
61	9	23	100
62	10	23	100
63	10	23	100
64	10	23	100
65	10	23	100
65	10	23	100
65	8	23	100
67	8	22	100
68	8	22	100
68	7	22	100
69	7	21	100
69	6	21	100
70	6	21	100
71	5	21	100
71	5	21	100
73	4	22	100
75	4	22	100
75	3	22	100
75	2	21	100
75	2	20	100
75	2	20	100
75	2	20	100
75	2	20	100
76	2	20	100
78	4	19	100
77	4	19	100
77	4	20	100
79	3	20	100
79	2	20	100
79	2	20	100
79	2	20	100
81	4	19	100
81	4	17	100
81	4	17	100
79	3	17	100
78	3	17	100
78	3	17	100
78	3	17	100
78	3	17	100
78	3	17	100
78	3	16	100
80	3	16	100
82	3	16	100
82	3	15	100
82	2	15	100
82	2	15	100
82	2	15	100
84	4	14	100
84	4	14	100
84	4	13	100
84	3	13	100
84	3	12	100
84	3	12	100
84	3	12	100
86	3	11	100
85	2	11	100
85	4	11	100
83	4	12	100
82	4	12	100
80	3	13	100
80	3	13	100
80	3	12	100
82	3	12	100
82	3	12	100
82	3	12	100
82	2	12	100
82	2	12	100
82	2	12	100
82	2	12	100
82	4	12	100
81	4	12	100
80	4	12	100
80	3	12	100
79	3	11	100
79	3	11	100
79	3	11	100
79	3	11	100
77	3	11	100
77	2	11	100
76	4	11	100
76	4	10	100
74	4	10	100
73	3	10	100
73	3	10	100
73	3	10	100
73	3	10	100
73	3	10	100
73	3	9	100
73	4	9	100
73	4	9	100
73	4	9	100
73	4	9	100
73	4	9	100
73	4	9	100
73	4	9	100
72	4	9	100
72	4	9	100
72	4	9	100
72	4	9	100
72	4	9	100
72	4	9	100
72	4	9	100
72	4	9	100
71	3	9	100
71	3	9	100
71	3	9	100
70	3	8	100
70	3	8	100
70	3	8	100
70	3	8	100
69	3	8	100
69	2	7	100
69	2	7	100
69	2	7	100
68	2	7	100
69	2	7	100
73	4	7	100
76	4	7	100
75	4	7	100
74	3	6	100
74	3	6	100
72	3	6	100
72	3	6	100
72	3	6	100
72	3	6	100
72	3	6	100
72	2	6	100
72	4	6	100
73	4	6	100
73	4	6	100
73	3	7	100
74	2	7	100
76	4	7	100
78	4	7	100
79	4	7	100
78	2	7	100
78	2	6	100
80	2	6	100
83	4	6	100
84	4	6	100
82	5	6	100
82	4	6	100
82	4	6	100
82	4	6	100
82	4	6	100
82	4	6	100
82	4	6	100
82	4	6	100
83	4	6	100
81	4	6	100
81	3	6	100
81	3	6	100
81	3	6	100
82	3	6	100
82	3	6	100
82	4	6	100
79	4	6	100
79	4	6	100
79	3	6	100
79	3	6	100
79	3	6	100
79	3	6	100
79	3	6	100
78	2	6	100
78	2	6	100
78	2	6	100
78	4	6	100
80	4	6	100
80	4	6	100
79	3	6	100
79	2	6	100
79	2	6	100
79	2	6	100
78	4	6	100
78	4	6	100
77	4	6	100
77	3	7	100
77	3	7	100
77	3	7	100
77	3	7	100
77	3	7	100
77	3	7	100
77	3	7	100
76	3	7	100
76	3	7	100
76	3	7	100
76	3	7	100
76	2	7	100
76	2	7	100
76	2	7	100
74	2	7	100
73	2	6	100
73	4	6	100
73	4	6	100
73	4	6	100
73	3	6	100
74	3	6	100
74	3	6	100
74	2	6	100
74	2	8	100
74	2	8	100
74	2	8	100
75	4	8	100
77	4	8	100
75	4	8	100
75	3	8	100
74	3	7	100
71	3	7	100
70	2	7	100
70	2	6	100
69	2	6	100
68	2	6	100
67	2	6	100
67	2	6	100
67	2	6	100
67	2	6	100
67	2	6	100
67	4	6	100
68	4	6	100
68	4	6	100
67	3	6	100
67	3	8	100
66	3	8	100
66	2	8	100
65	4	8	100
66	4	8	100
65	3	8	100
64	2	8	100
62	2	8	100
62	2	8	100
62	2	8	100
61	2	8	100
61	2	8	100
61	2	8	100
61	4	8	100
67	4	8	100
66	4	8	100
66	3	8	100
66	3	8	100
65	3	8	100
63	2	8	100
63	2	9	100

Averages:
61,596	3,689	13,473	100


Strategy counts
Cooper.	Defect.	Punish.	Loner	
----------------------------------------------------
13	8	8	11
14	8	8	10
13	9	8	10
13	9	8	10
13	10	7	10
13	10	7	10
13	9	7	11
13	8	8	11
13	8	8	11
13	8	8	11
13	8	8	11
17	8	10	11
18	8	10	11
18	8	10	11
18	8	10	11
18	8	10	11
18	8	10	11
20	8	10	11
20	8	10	11
20	8	10	11
22	8	8	11
22	9	7	10
22	9	7	10
22	8	7	10
22	8	7	10
23	9	7	9
25	9	7	9
29	9	8	9
33	9	9	9
33	8	9	10
33	8	9	10
33	8	9	10
32	8	9	10
30	8	10	11
30	9	9	11
29	9	9	12
29	9	9	12
29	9	9	12
31	8	9	12
31	9	9	11
31	9	9	11
31	9	9	10
32	12	9	10
32	13	9	10
33	11	9	10
33	11	9	10
33	11	9	10
32	12	9	11
32	12	10	10
33	12	10	10
33	12	11	10
37	14	11	10
42	15	11	10
43	16	11	10
42	16	12	10
40	16	13	10
41	16	13	10
43	15	13	10
47	15	13	9
48	14	13	10
49	14	13	10
51	14	13	10
52	13	13	10
53	13	13	11
52	13	14	11
53	13	13	11
52	13	13	12
52	13	13	12
52	12	13	12
52	12	13	12
52	12	13	11
52	12	12	12
51	11	13	13
49	11	15	13
49	11	15	12
49	11	15	12
49	11	15	12
48	11	14	13
48	9	14	13
48	9	14	13
47	9	14	14
46	9	14	15
50	9	14	14
50	9	14	14
51	9	13	14
52	7	13	14
53	6	13	15
52	7	14	13
52	7	14	13
51	8	14	13
51	9	13	13
51	9	13	13
51	8	13	13
53	8	13	13
52	9	14	13
52	9	14	13
51	9	14	14
51	9	14	14
49	10	15	14
49	10	15	14
52	10	16	14
53	10	15	14
54	10	15	14
55	10	15	13
54	11	15	13
53	12	15	13
53	12	15	13
56	12	15	13
56	12	15	13
57	13	15	13
57	13	15	13
57	12	15	13
57	12	15	13
57	12	15	13
59	12	14	13
60	11	15	13
59	12	16	13
59	12	16	13
59	12	16	13
59	12	15	14
59	11	15	15
58	11	16	15
58	12	16	15
57	10	17	16
55	10	16	17
55	10	16	17
55	10	16	17
55	10	16	17
55	10	16	17
55	10	16	17
55	10	16	17
56	9	16	17
59	10	15	17
59	10	15	17
59	9	15	17
58	9	16	17
57	9	16	18
56	9	17	18
56	9	17	18
56	10	17	18
56	10	17	18
56	9	17	18
56	8	18	18
56	8	17	18
56	8	17	18
56	8	17	18
56	8	17	18
56	8	17	18
57	8	17	19
55	8	17	22
54	8	16	22
54	8	16	22
54	8	16	22
54	8	15	22
54	8	15	21
54	9	14	21
55	8	14	21
55	8	14	21
56	7	14	21
55	7	14	22
55	8	14	22
55	8	14	22
55	8	14	22
55	8	13	24
55	8	13	25
56	8	13	26
56	8	13	26
56	8	13	26
56	8	13	26
55	8	14	26
56	8	14	25
56	7	13	26
56	7	12	27
55	7	13	28
56	9	12	28
56	9	12	28
56	9	11	28
56	9	12	28
56	9	12	28
56	9	12	28
54	9	12	29
52	9	12	30
53	9	11	30
53	9	11	30
53	9	11	30
53	9	11	30
55	8	11	30
55	8	11	30
55	9	10	30
54	9	10	30
53	9	10	31
53	9	10	31
54	9	10	30
54	10	10	30
53	10	10	30
53	10	10	30
51	10	10	30
52	10	9	29
52	9	9	29
52	8	9	29
52	7	9	30
50	8	9	30
50	7	9	30
51	7	9	29
51	7	9	29
51	7	9	29
51	8	9	29
51	7	9	29
50	7	10	29
48	7	10	28
48	8	10	27
48	8	10	28
49	8	11	27
52	8	11	26
51	8	11	27
51	8	11	27
51	8	11	27
51	7	11	27
51	7	11	27
51	6	11	27
51	6	11	26
50	6	12	26
51	6	12	25
50	6	12	25
50	6	11	26
49	6	11	27
49	6	10	27
49	7	9	27
49	7	9	27
49	7	9	27
49	10	9	27
49	10	9	27
49	11	7	27
49	11	7	27
48	11	7	27
48	11	7	26
48	11	8	25
47	10	9	25
46	10	10	25
46	10	10	25
46	9	10	25
47	9	9	25
46	9	10	25
45	9	10	25
45	9	10	25
45	9	10	25
44	9	10	25
44	9	10	25
44	9	10	25
44	8	10	25
44	7	10	25
43	7	11	25
43	7	10	25
43	7	10	25
43	7	10	25
43	7	10	25
43	7	10	25
41	7	10	25
40	7	10	25
40	7	10	25
40	7	10	25
40	8	10	24
40	8	11	24
39	7	11	24
38	6	12	24
38	6	12	24
37	6	12	25
37	5	12	24
40	5	12	25
40	5	12	24
38	5	13	24
38	5	13	24
37	6	13	24
37	6	13	24
36	6	14	24
35	6	14	24
35	6	14	24
35	6	14	24
34	7	13	24
34	8	13	24
33	7	15	23
33	7	14	23
33	6	14	23
32	6	15	23
32	5	15	23
32	6	15	22
32	6	15	22
30	6	15	22
29	6	15	21
30	6	15	20
30	5	15	20
30	5	15	20
31	4	15	20
31	4	15	20
31	4	16	19
31	4	16	19
30	4	15	20
30	4	15	20
30	4	15	20
31	4	14	19
31	4	14	19
32	4	13	19
32	4	13	18
31	4	13	17
31	4	13	17
31	4	13	16
31	4	13	16
31	4	13	16
30	4	13	16
28	5	13	16
28	5	13	16
29	5	13	15
28	5	13	15
27	6	13	14
27	6	13	14
27	6	13	14
26	6	13	14
27	6	12	14
27	6	12	14
26	6	12	13
26	6	11	13
25	6	11	14
25	6	9	13
25	6	9	13
26	6	9	13
26	7	9	13
30	7	9	12
30	7	9	11
30	6	9	12
30	5	9	12
28	5	9	13
27	6	9	12
26	6	9	11
25	6	9	11
25	6	8	12
25	6	8	12
24	8	6	12
24	8	6	12
24	7	7	11
24	7	7	11
24	7	7	11
23	6	7	12
23	6	7	12
23	5	8	12
23	6	8	10
22	6	8	10
22	8	6	9
22	8	6	9
22	9	5	9
22	9	5	9
21	9	4	9
21	9	4	9
21	9	4	9
21	8	4	9
20	8	4	9
20	8	4	9
21	8	4	9
22	10	4	9
21	10	4	10
21	10	4	10
21	10	4	10
21	10	4	10
19	9	4	12
19	9	3	12
19	8	3	11
19	8	2	12
19	8	2	11
19	8	2	11
19	8	2	11
19	8	2	11
19	7	2	11
19	6	2	10
19	6	2	10
19	5	2	10
19	5	2	10
19	5	2	10
19	5	2	10
18	4	2	11
18	4	2	11
18	3	2	12
17	3	3	12
17	2	4	12
19	3	4	12
21	3	5	11
21	2	5	11
21	1	5	11
21	1	4	12
22	1	4	11
22	1	4	11
22	1	4	11
21	2	4	11
21	2	5	9
21	2	4	8
20	2	5	8
20	2	5	8
19	2	6	8
18	2	6	9
18	2	5	10
18	2	5	10
18	2	5	10
17	2	5	11
17	2	5	11
17	2	5	10
17	2	5	10
17	2	5	10
18	2	6	10
17	2	7	9
17	2	7	9
17	2	7	9
16	2	8	8
16	2	8	8
16	2	8	8
16	2	8	8
14	3	8	8
14	3	8	8
14	3	8	8
15	3	7	8
15	3	7	8
14	3	7	9
14	3	7	8
14	3	7	8
14	3	7	8
14	3	7	8
14	3	7	8
14	3	7	8
14	3	6	9
14	3	6	9
14	3	6	9
14	3	7	8
14	3	7	7
14	3	6	7
14	3	6	7
14	3	6	7
14	3	6	7
13	4	6	7
13	4	6	7
14	4	6	7
15	3	6	7
15	3	6	7
15	3	6	7
15	3	6	7
15	3	6	7
15	2	6	7
15	2	6	7
16	1	7	7
16	1	7	7
19	1	6	7
19	1	6	7
19	1	5	7
19	1	4	8
19	1	4	8
19	1	4	8
19	1	4	8
19	1	4	8
19	1	4	8
19	1	4	8
19	1	5	8
20	1	5	8
21	2	5	8
21	2	5	8
21	2	5	8
20	3	5	8
19	2	6	8
18	3	6	8
19	3	6	7
19	3	6	7
19	3	6	7
20	3	5	7
20	3	5	7
20	3	5	7
20	3	5	7
20	3	5	7
20	3	5	7
19	3	5	7
19	3	5	7
19	4	5	7
20	4	5	7
21	3	6	7
21	4	5	7
20	5	5	7
20	5	5	7
20	5	5	7
20	5	5	6
20	5	5	6
20	4	5	6
18	4	6	7
18	4	6	7
18	4	6	7
18	4	6	6
18	4	6	6
18	4	6	6
18	4	6	6
17	5	6	6
17	5	6	6
16	5	6	6
16	4	6	6
16	4	5	6
16	4	5	6
16	4	4	6
17	3	4	6
17	3	4	6
17	3	4	6
17	3	4	6
18	3	4	5
18	3	4	5
18	3	4	5
18	3	4	5
18	3	4	5
18	3	4	5
17	3	6	4
16	3	6	5
16	3	6	5
16	3	6	5
17	3	6	5
18	3	6	5
18	3	6	5
18	3	5	5
18	3	5	5
18	3	5	5
16	4	5	6
16	4	4	7
16	4	4	7
16	4	4	7
16	4	4	7
15	4	4	7
15	3	4	7
13	3	5	7
13	2	5	7
13	2	5	7
12	2	6	7
12	2	6	7
12	1	6	7
12	1	6	7
12	1	6	7
12	1	6	7
12	1	6	7
12	0	6	7
12	0	6	7
12	0	6	7
12	0	6	7
12	0	5	8
12	0	5	8
12	0	5	8
12	0	5	8
12	0	5	8
12	0	5	8
12	1	5	7
12	1	5	7
12	1	5	7
12	1	5	7
14	1	6	7
15	1	7	7
16	2	7	7
16	1	7	7
16	1	7	7
16	1	7	7
16	1	7	7
16	1	7	7
16	1	7	7
16	1	7	7
16	1	7	7
16	1	7	7
16	1	7	7
17	1	7	7
17	1	7	7
16	1	8	7
16	1	8	7
16	1	7	8
17	1	7	8
16	1	8	8
16	1	8	8
16	1	8	8
15	1	8	8
16	1	8	7
16	1	8	6
16	0	8	7
16	0	8	7
16	0	7	8
16	0	7	7
16	0	7	7
16	0	7	7
16	0	7	7
17	0	7	7
17	0	7	7
17	1	7	6
17	1	7	6
17	1	7	6
17	1	7	6
17	1	7	6
19	1	8	6
18	1	9	6
18	1	9	6
18	1	9	6
18	1	9	5
18	1	9	5
18	1	9	5
18	1	8	5
18	1	8	4
18	1	8	4
19	2	8	4
19	3	8	4
20	2	9	4
20	2	9	4
20	2	9	4
20	2	9	4
20	2	9	4
19	2	9	5
19	2	10	4
18	1	10	5
18	1	10	5
18	1	10	5
18	1	10	6
18	1	10	6
18	1	10	6
18	1	10	6
18	1	10	6
18	1	10	6
18	1	10	6
18	1	10	6
18	1	10	6
18	1	10	5
18	1	10	5
19	1	9	5
18	3	8	5
18	2	8	5
18	2	8	5
18	2	8	5
18	2	8	5
18	2	9	5
18	1	9	5
18	1	9	5
17	1	9	6
17	1	8	6
18	0	8	6
18	0	8	6
18	0	8	6
17	1	7	7
17	1	7	7
15	1	9	7
15	1	9	7
14	1	9	7
14	1	9	7
14	1	9	7
14	1	9	7
14	1	9	7
14	1	9	7
13	0	10	7
13	0	10	7
13	0	10	7
13	0	11	6
13	0	11	6
13	0	11	6
13	0	11	6
11	0	12	6
12	0	13	6
12	0	13	7
13	0	14	7
13	0	14	7
14	0	14	7
16	0	15	7
17	0	17	7
17	0	18	7
17	0	18	7
17	0	18	7
17	0	19	6
17	0	19	6
18	0	17	6
19	0	18	6
19	0	18	6
19	0	18	6
19	1	17	6
18	1	17	7
19	1	17	7
19	1	17	7
19	1	17	7
19	1	17	7
19	1	17	7
19	1	17	7
19	1	17	7
19	1	17	7
18	1	18	8
17	1	18	9
18	1	17	9
18	1	17	9
18	1	17	9
18	1	17	9
18	1	17	9
18	1	17	9
18	1	17	9
18	1	17	9
18	1	17	9
17	1	16	11
17	2	16	10
16	1	17	10
16	1	17	10
16	2	16	10
16	2	16	10
15	2	15	11
18	2	16	11
18	2	16	11
18	2	18	12
18	2	18	12
18	2	16	12
20	2	17	12
20	2	17	12
20	1	17	12
20	1	17	12
20	2	16	12
20	2	17	12
20	2	17	12
20	2	16	13
20	1	16	13
19	1	16	14
20	1	17	14
21	1	18	14
21	1	18	14
22	1	18	15
23	1	17	15
21	1	18	15
20	1	19	15
19	0	20	16
19	1	19	16
18	2	19	16
18	2	19	16
17	2	20	16
16	2	21	16
17	2	21	16
18	2	21	16
